date,Dhading_Temperature,Dhading_Air_Pressure,Dhading_Wind_Speed,Dhading_Precipitation,Dhading_Rainfall_MM,Kathmandu_Temperature,Kathmandu_Air_Pressure,Kathmandu_Wind_Speed,Kathmandu_Precipitation,Kathmandu_Rainfall_MM,Kavre_Temperature,Kavre_Air_Pressure,Kavre_Wind_Speed,Kavre_Precipitation,Kavre_Rainfall_MM,Sarlahi_Temperature,Sarlahi_Air_Pressure,Sarlahi_Wind_Speed,Sarlahi_Precipitation,Sarlahi_Rainfall_MM
2022-06-04,20.95,846.2,9.8,2.1,2.1,22.7,866.45,7.7,0.8,0.8,21.4,844.75,6.0,2.0,2.0,30.15,987.6,16.6,0.2,0.2
2022-06-05,19.35,846.35,6.8,2.1,2.1,21.85,866.55,5.9,6.3,6.3,20.35,844.5,5.2,4.7,4.7,30.65,988.6,19.1,0.0,0.0
2022-06-06,20.55,846.65,7.6,11.5,11.5,22.25,866.75,7.0,11.0,11.0,19.55,844.45,5.1,8.0,8.0,29.65,988.6,17.2,0.7,0.7
2022-06-07,21.15,846.0,10.0,15.3,15.3,22.45,866.2,5.4,8.6,8.6,21.15,844.25,5.4,20.7,20.7,29.85,987.35,17.2,0.0,0.0
2022-06-08,21.05,845.05,8.7,11.3,11.3,22.2,865.3,6.9,21.4,21.4,20.8,843.35,6.8,12.9,12.9,30.15,986.45,14.2,10.8,10.8
2022-06-09,20.15,844.3,6.4,13.5,13.5,22.6,864.5,8.2,28.5,28.5,21.2,842.45,7.6,18.1,18.1,29.3,986.7,19.4,2.5,2.5
2022-06-10,20.65,845.2,9.9,17.6,17.6,22.55,865.35,7.9,13.8,13.8,21.55,843.55,4.8,7.7,7.7,30.3,986.2,15.3,6.0,6.0
2022-06-11,20.4,845.05,7.8,5.3,5.3,22.65,865.35,6.9,10.4,10.4,21.15,843.25,4.1,4.1,4.1,29.15,987.35,15.8,10.9,10.9
2022-06-12,20.65,845.95,7.6,2.2,2.2,22.3,866.1,7.4,3.4,3.4,20.2,844.0,5.5,8.9,8.9,28.3,988.8,14.6,35.3,35.3
2022-06-13,20.65,847.0,9.3,11.7,11.7,22.15,867.3,8.1,13.2,13.2,21.5,845.4,4.9,3.4,3.4,29.85,988.6,14.3,0.5,0.5
2022-06-14,21.1,846.2,8.0,22.1,22.1,22.7,866.65,7.1,14.2,14.2,21.45,844.55,6.9,13.6,13.6,29.55,988.05,19.4,0.2,0.2
2022-06-15,20.3,845.55,8.1,22.6,22.6,22.65,865.9,7.1,18.5,18.5,21.2,843.85,6.2,17.9,17.9,28.7,987.6,18.7,21.6,21.6
2022-06-16,20.6,845.95,10.9,44.8,44.8,22.5,866.3,7.4,25.1,25.1,21.2,844.05,6.9,11.9,11.9,28.7,988.75,11.9,5.8,5.8
2022-06-17,20.0,845.65,11.6,27.2,27.2,22.2,866.0,9.2,20.6,20.6,20.65,844.0,6.2,10.4,10.4,28.45,988.3,16.5,23.0,23.0
2022-06-18,20.1,846.15,8.2,14.5,14.5,22.05,866.45,8.8,8.4,8.4,20.6,844.35,5.5,11.1,11.1,27.8,988.45,9.9,25.8,25.8
2022-06-19,21.0,845.5,11.7,26.1,26.1,22.7,865.65,7.3,14.5,14.5,20.8,843.6,5.0,5.0,5.0,28.2,988.1,20.7,16.5,16.5
2022-06-20,20.0,844.2,11.2,20.8,20.8,21.95,864.3,8.7,7.1,7.1,20.15,842.4,6.6,7.8,7.8,27.75,986.65,11.3,10.2,10.2
2022-06-21,19.75,844.4,8.7,12.8,12.8,22.2,864.95,5.2,4.0,4.0,20.15,842.8,5.6,4.7,4.7,27.45,987.85,14.4,0.6,0.6
2022-06-22,20.55,847.8,9.8,4.7,4.7,21.9,867.8,6.0,6.2,6.2,21.1,845.9,6.8,1.5,1.5,28.1,990.85,14.1,0.9,0.9
2022-06-23,20.7,848.25,9.8,7.1,7.1,22.5,868.6,4.7,9.6,9.6,21.1,846.65,4.9,15.9,15.9,29.1,990.75,14.3,5.8,5.8
2022-06-24,21.5,846.9,9.7,17.9,17.9,22.7,867.05,5.2,25.1,25.1,21.75,844.85,4.1,34.1,34.1,28.8,989.0,13.9,28.3,28.3
2022-06-25,20.35,846.05,8.2,9.4,9.4,22.85,866.6,5.4,25.7,25.7,21.55,844.65,6.4,11.0,11.0,28.6,988.6,17.7,3.8,3.8
2022-06-26,20.3,847.65,5.4,17.6,17.6,23.1,868.1,5.4,20.9,20.9,21.3,846.05,6.4,6.1,6.1,28.5,990.75,18.0,6.2,6.2
2022-06-27,20.6,848.2,7.4,11.4,11.4,23.15,868.55,4.7,12.4,12.4,21.5,846.45,5.3,16.3,16.3,27.75,991.15,14.3,30.4,30.4
2022-06-28,20.5,845.35,5.8,34.3,34.3,22.8,865.9,8.0,36.5,36.5,21.4,843.9,3.4,52.8,52.8,26.4,988.85,16.3,72.8,72.8
2022-06-29,18.4,844.15,5.2,64.7,64.7,21.4,864.85,7.4,60.6,60.6,19.45,842.85,5.4,110.3,110.3,25.0,988.65,20.6,126.1,126.1
2022-06-30,19.45,845.65,6.9,5.0,5.0,22.6,866.2,5.9,2.0,2.0,21.0,844.2,6.9,1.5,1.5,26.85,988.6,15.6,17.6,17.6
2022-07-01,21.1,845.1,9.0,19.0,19.0,22.45,865.45,6.2,14.4,14.4,21.7,843.55,6.7,20.7,20.7,28.7,987.05,14.5,10.7,10.7
2022-07-02,20.65,844.55,8.0,2.4,2.4,23.4,865.05,4.4,13.0,13.0,21.2,842.95,7.0,27.4,27.4,28.2,986.75,14.6,0.6,0.6
2022-07-03,20.1,845.2,6.9,7.3,7.3,22.55,865.2,5.1,10.2,10.2,20.5,843.15,6.2,9.8,9.8,28.9,987.05,11.6,3.8,3.8
2022-07-04,22.1,845.25,8.0,0.1,0.1,23.8,865.65,5.6,3.4,3.4,22.05,843.75,5.8,8.4,8.4,29.7,986.4,15.0,1.1,1.1
2022-07-05,21.65,845.65,6.6,3.2,3.2,23.8,866.05,5.1,10.8,10.8,22.6,844.35,5.2,6.8,6.8,30.6,987.6,13.2,1.5,1.5
2022-07-06,21.3,848.05,6.8,0.4,0.4,23.5,868.75,3.6,10.5,10.5,22.6,846.95,9.8,5.1,5.1,30.7,991.0,20.7,0.3,0.3
2022-07-07,21.95,849.3,9.2,1.2,1.2,24.45,869.85,5.7,11.1,11.1,23.35,848.0,6.6,3.0,3.0,30.35,991.05,14.3,0.0,0.0
2022-07-08,21.95,847.15,9.0,27.1,27.1,24.15,867.6,5.4,9.3,9.3,22.3,845.65,4.1,14.1,14.1,29.95,989.0,13.0,3.2,3.2
2022-07-09,20.5,846.05,7.6,15.8,15.8,23.1,866.6,7.3,39.1,39.1,22.15,844.65,7.5,5.1,5.1,29.05,987.85,15.0,16.0,16.0
2022-07-10,21.25,846.25,7.6,3.5,3.5,23.1,866.35,5.5,17.9,17.9,21.5,844.25,6.6,5.9,5.9,30.2,987.8,13.8,3.1,3.1
2022-07-11,21.75,846.7,8.8,5.6,5.6,23.1,866.75,6.9,14.8,14.8,21.8,844.75,5.9,10.2,10.2,30.75,988.4,16.9,0.4,0.4
2022-07-12,21.35,846.25,7.4,9.8,9.8,23.6,866.8,5.1,9.2,9.2,22.25,845.0,7.1,15.6,15.6,31.0,987.55,17.3,0.0,0.0
2022-07-13,22.35,845.0,9.7,1.5,1.5,24.3,865.3,5.8,9.7,9.7,22.25,843.45,6.6,2.3,2.3,31.0,985.35,16.7,0.1,0.1
2022-07-14,21.7,845.75,7.6,1.4,1.4,23.6,865.75,7.3,18.5,18.5,22.35,843.75,7.7,3.8,3.8,31.05,986.2,20.0,0.2,0.2
2022-07-15,22.75,847.4,9.9,0.2,0.2,24.2,867.2,5.4,6.3,6.3,22.65,845.2,12.0,4.1,4.1,30.95,988.05,16.1,1.2,1.2
2022-07-16,21.8,848.05,11.0,9.1,9.1,23.95,868.15,5.5,14.0,14.0,22.05,846.1,6.4,3.6,3.6,30.6,989.55,18.7,2.6,2.6
2022-07-17,22.45,848.8,7.0,6.1,6.1,23.9,869.05,5.9,9.5,9.5,22.3,847.2,8.0,6.3,6.3,31.3,989.95,18.9,0.1,0.1
2022-07-18,21.6,847.65,7.7,5.4,5.4,24.55,868.2,7.7,25.0,25.0,22.55,846.25,7.4,16.1,16.1,30.6,989.4,18.5,0.9,0.9
2022-07-19,21.95,845.85,7.2,9.9,9.9,23.8,866.4,5.5,22.7,22.7,21.95,844.35,4.1,18.0,18.0,29.75,988.15,12.4,5.7,5.7
2022-07-20,20.05,846.15,6.0,20.6,20.6,22.85,866.7,4.0,6.9,6.9,21.0,844.65,5.4,43.9,43.9,28.7,988.75,15.2,29.7,29.7
2022-07-21,19.85,847.0,5.5,8.3,8.3,22.35,867.65,4.5,32.2,32.2,20.6,845.95,4.3,14.3,14.3,27.6,990.3,14.2,22.8,22.8
2022-07-22,20.35,848.8,5.0,14.3,14.3,22.5,869.45,4.8,24.8,24.8,21.55,847.6,6.9,9.5,9.5,28.5,991.3,18.2,18.9,18.9
2022-07-23,20.75,848.7,6.4,15.9,15.9,23.4,869.05,5.2,22.7,22.7,21.85,847.3,6.1,11.6,11.6,29.6,990.3,17.4,6.7,6.7
2022-07-24,20.35,848.95,5.0,20.3,20.3,22.4,869.4,5.2,19.9,19.9,20.8,847.35,6.9,17.9,17.9,27.3,992.5,19.6,15.8,15.8
2022-07-25,20.0,850.55,5.3,14.2,14.2,22.65,870.95,7.1,22.6,22.6,20.85,848.75,8.2,3.3,3.3,28.25,994.05,19.5,0.6,0.6
2022-07-26,19.35,850.9,8.5,4.6,4.6,22.05,871.5,4.6,15.6,15.6,20.8,849.4,7.1,14.1,14.1,27.2,994.95,15.3,14.7,14.7
2022-07-27,20.4,850.35,5.7,11.4,11.4,22.9,870.95,4.6,15.2,15.2,21.0,848.9,6.9,19.5,19.5,27.85,993.6,13.5,20.3,20.3
2022-07-28,20.3,850.55,5.8,2.3,2.3,22.1,871.05,5.9,14.3,14.3,20.95,848.95,4.7,29.0,29.0,28.1,994.0,8.4,5.6,5.6
2022-07-29,19.7,849.5,6.3,3.2,3.2,23.1,869.95,5.4,18.2,18.2,20.85,847.9,6.6,30.4,30.4,27.3,992.85,9.8,11.5,11.5
2022-07-30,20.6,847.6,6.6,8.8,8.8,22.5,868.05,5.4,26.1,26.1,20.65,845.85,6.0,36.5,36.5,27.65,990.45,8.9,19.3,19.3
2022-07-31,19.6,845.25,6.6,16.5,16.5,21.55,865.6,5.9,50.6,50.6,20.7,843.7,5.1,63.2,63.2,27.05,988.8,10.8,32.9,32.9
2022-08-01,19.6,845.4,6.1,77.9,77.9,22.35,865.9,3.5,56.5,56.5,20.45,843.95,3.1,40.8,40.8,26.75,989.2,10.0,29.2,29.2
2022-08-02,19.05,845.95,3.5,36.2,36.2,21.65,866.55,3.0,46.2,46.2,20.85,844.55,4.8,31.1,31.1,26.8,989.35,9.5,7.0,7.0
2022-08-03,19.8,847.65,4.3,11.9,11.9,22.85,868.3,5.7,14.4,14.4,21.45,846.45,8.5,6.3,6.3,27.8,990.85,9.2,35.9,35.9
2022-08-04,20.2,848.5,6.5,4.7,4.7,22.7,869.0,4.0,22.8,22.8,21.4,847.0,7.4,0.9,0.9,28.2,990.85,15.1,12.5,12.5
2022-08-05,21.5,846.7,7.6,2.5,2.5,23.3,867.2,6.9,13.2,13.2,22.5,845.3,4.3,20.0,20.0,29.2,988.75,12.7,30.0,30.0
2022-08-06,20.85,845.45,5.5,28.1,28.1,22.95,865.7,6.0,27.6,27.6,21.9,843.65,6.7,13.7,13.7,28.55,987.15,13.9,47.4,47.4
2022-08-07,22.15,845.7,9.4,1.8,1.8,23.7,866.1,5.5,19.2,19.2,22.6,844.25,7.9,10.2,10.2,29.25,986.8,18.2,4.0,4.0
2022-08-08,22.5,845.55,8.6,7.8,7.8,23.9,865.7,5.4,11.1,11.1,21.95,843.8,7.1,1.0,1.0,29.2,985.95,18.1,7.2,7.2
2022-08-09,22.4,845.3,8.0,1.5,1.5,23.75,865.55,5.1,8.9,8.9,22.35,843.75,7.6,4.7,4.7,30.35,985.85,26.8,0.0,0.0
2022-08-10,22.2,844.5,9.4,19.8,19.8,24.05,864.6,4.8,17.6,17.6,22.25,842.65,7.6,9.4,9.4,30.2,986.35,33.1,0.0,0.0
2022-08-11,20.9,845.9,6.6,12.2,12.2,23.4,866.15,5.9,10.9,10.9,22.0,844.25,9.2,13.6,13.6,30.05,988.4,31.1,0.4,0.4
2022-08-12,21.8,846.25,8.4,0.7,0.7,22.55,866.45,6.0,2.1,2.1,21.55,844.4,6.5,2.0,2.0,29.65,987.5,20.1,0.4,0.4
2022-08-13,22.05,845.15,6.6,17.4,17.4,24.1,866.0,4.4,4.5,4.5,22.45,843.75,8.0,19.4,19.4,30.3,987.0,21.3,0.7,0.7
2022-08-14,20.6,847.05,6.4,4.8,4.8,22.65,867.5,5.4,10.3,10.3,21.6,845.45,8.1,10.7,10.7,29.6,989.55,29.5,6.1,6.1
2022-08-15,21.15,849.25,6.9,0.2,0.2,23.25,869.2,9.2,4.7,4.7,21.9,847.8,11.5,3.7,3.7,29.6,992.0,31.3,0.0,0.0
2022-08-16,21.6,849.85,5.0,2.8,2.8,23.0,870.2,6.6,5.3,5.3,20.8,848.1,6.9,2.8,2.8,29.4,991.95,16.2,0.9,0.9
2022-08-17,21.3,848.25,7.9,0.7,0.7,23.0,868.55,7.5,1.9,1.9,21.7,846.5,6.1,3.3,3.3,29.45,990.25,14.3,0.8,0.8
2022-08-18,21.2,845.9,8.4,13.4,13.4,23.1,866.45,5.7,7.8,7.8,21.45,844.5,7.2,7.6,7.6,30.3,987.45,16.7,0.0,0.0
2022-08-19,21.2,846.35,6.9,15.4,15.4,23.35,866.85,6.5,11.8,11.8,21.55,844.95,6.0,12.2,12.2,28.3,989.0,17.1,23.1,23.1
2022-08-20,21.9,847.8,8.0,0.4,0.4,23.45,868.0,5.8,8.7,8.7,22.05,845.95,9.9,11.4,11.4,29.35,989.1,24.6,0.5,0.5
2022-08-21,21.3,847.05,7.0,8.4,8.4,23.45,867.35,6.1,2.2,2.2,21.4,845.2,9.0,2.0,2.0,30.0,988.7,25.8,0.0,0.0
2022-08-22,21.15,846.15,6.6,1.9,1.9,23.3,866.05,5.9,2.4,2.4,21.05,844.45,8.9,0.8,0.8,29.85,988.5,16.8,8.3,8.3
2022-08-23,21.9,848.7,6.3,2.9,2.9,23.1,868.65,5.6,16.7,16.7,21.7,846.7,10.7,11.1,11.1,29.35,991.7,15.1,10.7,10.7
2022-08-24,21.15,850.65,9.1,2.7,2.7,23.55,871.1,4.0,9.2,9.2,21.4,849.0,8.6,4.7,4.7,29.05,992.95,13.0,4.5,4.5
2022-08-25,22.0,848.95,10.8,2.3,2.3,22.85,869.35,7.7,1.1,1.1,21.45,847.0,7.7,6.0,6.0,29.1,991.2,13.7,0.2,0.2
2022-08-26,20.95,847.75,5.7,5.2,5.2,22.5,868.1,5.4,10.3,10.3,22.3,846.1,5.3,14.2,14.2,30.15,989.55,11.6,0.6,0.6
2022-08-27,20.45,846.95,5.9,8.9,8.9,22.2,867.35,6.1,16.0,16.0,21.35,845.5,4.3,34.3,34.3,29.25,989.7,17.1,11.0,11.0
2022-08-28,19.05,848.0,4.0,19.9,19.9,21.3,868.5,5.9,23.3,23.3,20.35,846.6,5.1,21.3,21.3,27.15,992.4,17.2,23.2,23.2
2022-08-29,20.75,851.45,7.8,0.9,0.9,22.4,871.5,5.0,6.6,6.6,21.05,849.7,7.5,14.1,14.1,27.8,995.05,14.1,22.9,22.9
2022-08-30,21.35,851.5,11.4,3.0,3.0,22.7,872.05,6.5,8.0,8.0,21.65,849.85,8.1,19.6,19.6,28.75,994.75,7.7,9.7,9.7
2022-08-31,20.15,849.05,4.5,15.3,15.3,22.15,869.4,4.4,26.7,26.7,20.95,847.4,6.2,14.0,14.0,27.55,992.6,10.0,11.6,11.6
2022-09-01,19.05,849.3,5.4,36.4,36.4,22.1,869.95,5.5,57.0,57.0,20.25,847.65,6.1,44.2,44.2,27.1,993.7,10.1,22.5,22.5
2022-09-02,20.0,850.25,6.8,1.9,1.9,21.8,870.8,7.4,8.7,8.7,20.95,848.55,4.3,20.2,20.2,27.7,993.8,8.2,3.3,3.3
2022-09-03,20.45,847.45,11.6,11.6,11.6,22.8,867.85,7.9,20.5,20.5,21.25,845.75,4.5,5.6,5.6,27.8,990.95,14.6,13.6,13.6
2022-09-04,20.4,847.25,7.2,10.6,10.6,22.6,867.65,5.0,7.2,7.2,20.95,845.85,6.9,5.6,5.6,27.4,990.5,11.1,10.9,10.9
2022-09-05,20.15,848.65,7.1,2.4,2.4,22.45,868.95,7.2,9.9,9.9,20.75,846.9,5.4,8.5,8.5,27.95,991.7,12.3,2.3,2.3
2022-09-06,20.2,849.6,7.6,15.1,15.1,23.55,870.35,7.3,10.5,10.5,21.15,848.2,6.1,15.6,15.6,27.45,993.45,13.4,9.2,9.2
2022-09-07,19.55,851.5,6.6,3.8,3.8,22.45,871.95,6.2,8.9,8.9,20.65,849.85,6.6,10.9,10.9,27.9,995.05,12.0,9.9,9.9
2022-09-08,19.15,852.85,7.9,1.1,1.1,22.05,873.35,5.1,14.7,14.7,20.55,851.1,5.7,5.7,5.7,28.65,995.95,11.5,19.5,19.5
2022-09-09,19.6,852.75,8.0,2.2,2.2,22.2,873.15,4.5,23.6,23.6,20.4,850.75,6.1,3.3,3.3,28.7,995.45,11.8,4.7,4.7
2022-09-10,19.2,851.2,5.6,45.9,45.9,21.85,871.8,5.4,9.0,9.0,20.8,849.75,6.4,1.8,1.8,28.65,993.75,13.2,0.0,0.0
2022-09-11,20.1,849.45,4.3,1.3,1.3,22.15,869.7,5.3,13.9,13.9,21.1,847.65,8.6,1.9,1.9,29.0,991.9,20.5,1.2,1.2
2022-09-12,19.6,847.7,7.8,9.7,9.7,22.0,868.25,4.7,23.5,23.5,19.95,846.1,9.4,9.5,9.5,27.7,991.3,31.3,1.4,1.4
2022-09-13,19.4,848.85,5.4,12.8,12.8,22.3,869.35,4.3,6.9,6.9,20.8,847.25,11.1,3.7,3.7,27.25,992.75,23.8,1.7,1.7
2022-09-14,19.15,850.05,6.4,8.9,8.9,21.85,870.45,5.4,24.9,24.9,20.05,848.35,9.2,2.9,2.9,26.85,994.0,22.4,10.7,10.7
2022-09-15,18.35,848.65,6.7,7.6,7.6,21.3,869.15,6.0,6.7,6.7,20.45,847.2,7.1,4.2,4.2,26.9,992.75,13.2,22.4,22.4
2022-09-16,19.5,845.65,5.2,26.5,26.5,22.0,866.0,5.2,20.5,20.5,20.3,844.15,6.3,12.6,12.6,26.8,989.25,10.1,29.0,29.0
2022-09-17,18.3,847.05,6.1,14.4,14.4,21.2,867.4,6.2,13.3,13.3,20.0,845.4,5.1,11.3,11.3,26.7,991.2,13.0,21.0,21.0
2022-09-18,19.45,848.85,5.7,10.9,10.9,22.3,869.15,5.5,3.7,3.7,20.45,847.15,8.5,1.9,1.9,28.1,991.9,8.7,13.3,13.3
2022-09-19,20.7,849.55,6.4,7.2,7.2,22.4,869.95,5.4,4.5,4.5,20.55,847.65,10.9,8.7,8.7,28.45,992.75,17.8,7.7,7.7
2022-09-20,20.75,849.35,6.5,9.7,9.7,22.05,869.65,4.3,6.0,6.0,21.45,847.75,8.0,6.3,6.3,28.2,992.1,14.3,6.0,6.0
2022-09-21,20.3,849.6,7.8,6.5,6.5,22.9,870.2,5.5,7.8,7.8,21.1,848.2,8.2,3.1,3.1,29.3,992.25,24.6,0.7,0.7
2022-09-22,20.05,849.75,6.9,10.2,10.2,22.45,870.25,6.9,10.8,10.8,20.2,847.95,5.9,1.8,1.8,27.7,992.7,15.6,11.6,11.6
2022-09-23,19.8,849.75,5.6,0.4,0.4,22.25,870.05,4.7,4.1,4.1,20.8,847.75,7.1,5.6,5.6,27.45,992.65,15.5,5.7,5.7
2022-09-24,19.95,849.35,7.2,9.2,9.2,22.0,869.65,5.1,6.0,6.0,20.25,847.55,5.9,10.6,10.6,26.6,992.6,14.5,15.2,15.2
2022-09-25,19.5,850.25,9.1,2.6,2.6,21.3,870.1,6.3,9.7,9.7,19.45,848.0,6.7,7.2,7.2,27.3,994.1,12.0,2.1,2.1
2022-09-26,18.85,850.75,9.4,5.7,5.7,21.35,871.15,6.0,8.8,8.8,19.4,848.85,5.4,9.5,9.5,26.35,994.9,11.0,5.1,5.1
2022-09-27,18.7,849.55,8.5,1.3,1.3,20.85,869.75,6.1,7.7,7.7,19.05,847.45,5.1,6.6,6.6,26.85,993.2,6.4,5.8,5.8
2022-09-28,18.3,849.15,10.1,3.0,3.0,20.4,869.35,7.7,3.6,3.6,19.5,847.25,5.0,0.5,0.5,27.1,992.3,8.6,1.1,1.1
2022-09-29,18.7,848.9,10.1,1.9,1.9,20.5,869.15,6.0,2.8,2.8,19.3,847.05,5.9,1.0,1.0,27.65,992.5,10.6,4.6,4.6
2022-09-30,19.15,849.85,8.8,14.0,14.0,22.1,870.4,8.2,15.4,15.4,19.6,848.25,6.5,1.7,1.7,27.7,993.4,8.8,8.2,8.2
2022-10-01,18.6,848.75,10.2,4.1,4.1,21.25,869.1,6.1,10.6,10.6,19.2,847.4,7.5,5.8,5.8,27.9,991.85,14.0,1.8,1.8
2022-10-02,20.15,848.7,7.2,0.0,0.0,21.9,869.05,4.5,2.6,2.6,20.2,846.9,7.2,0.5,0.5,28.35,991.45,15.8,0.0,0.0
2022-10-03,19.9,849.35,10.2,5.9,5.9,22.65,870.35,6.3,2.8,2.8,20.75,847.8,6.3,1.9,1.9,28.75,994.0,16.8,0.2,0.2
2022-10-04,18.3,852.1,4.5,13.4,13.4,20.35,872.15,4.9,19.7,19.7,17.95,849.75,4.6,15.4,15.4,25.15,996.85,22.7,16.4,16.4
2022-10-05,17.55,852.6,5.5,33.8,33.8,20.25,873.3,6.0,27.9,27.9,18.65,851.15,5.6,25.1,25.1,26.5,997.6,17.6,11.5,11.5
2022-10-06,16.8,852.25,5.1,42.3,42.3,19.25,872.75,5.2,31.3,31.3,18.65,850.55,6.8,23.7,23.7,26.4,997.2,16.6,19.4,19.4
2022-10-07,18.75,852.8,7.0,2.6,2.6,20.5,873.2,6.5,15.7,15.7,18.7,850.9,9.7,8.6,8.6,27.3,996.8,8.6,0.3,0.3
2022-10-08,18.65,852.7,8.6,0.4,0.4,20.95,873.05,9.4,1.7,1.7,18.8,850.55,7.0,2.5,2.5,26.55,996.6,12.1,0.7,0.7
2022-10-09,18.25,853.05,10.1,8.6,8.6,20.15,873.65,8.4,11.6,11.6,18.75,851.35,5.9,1.7,1.7,26.95,997.95,8.0,6.4,6.4
2022-10-10,18.05,853.9,6.6,0.1,0.1,20.0,874.45,6.1,3.2,3.2,18.55,851.7,5.4,4.2,4.2,26.6,998.55,11.3,6.9,6.9
2022-10-11,17.5,851.9,8.7,0.0,0.0,20.1,872.45,7.2,0.3,0.3,18.25,849.65,6.1,1.6,1.6,26.2,996.4,15.9,0.0,0.0
2022-10-12,17.4,852.0,8.1,7.7,7.7,19.65,872.1,6.4,0.5,0.5,18.15,849.8,5.2,2.8,2.8,25.6,997.05,15.0,4.2,4.2
2022-10-13,17.6,853.0,9.4,3.4,3.4,19.0,873.1,5.5,0.2,0.2,17.15,850.7,5.4,0.8,0.8,25.6,997.9,8.8,3.0,3.0
2022-10-14,16.7,852.3,10.9,0.1,0.1,18.05,872.45,7.7,2.6,2.6,16.5,849.8,6.2,0.4,0.4,25.1,998.25,10.8,0.2,0.2
2022-10-15,16.05,851.45,8.1,0.0,0.0,17.9,871.65,7.4,1.9,1.9,17.0,849.55,7.4,0.1,0.1,25.05,998.05,11.5,0.0,0.0
2022-10-16,16.05,853.3,8.4,0.0,0.0,18.1,873.7,7.3,0.1,0.1,16.35,851.0,5.9,0.0,0.0,24.35,1000.55,13.3,0.0,0.0
2022-10-17,17.3,854.6,7.6,0.0,0.0,18.5,874.45,7.7,0.0,0.0,16.75,851.7,7.1,0.0,0.0,23.5,1000.4,16.3,0.0,0.0
2022-10-18,16.7,853.4,12.0,0.0,0.0,17.4,872.75,10.5,0.1,0.1,15.55,850.35,11.1,0.0,0.0,22.4,999.4,9.0,0.0,0.0
2022-10-19,15.1,853.0,6.9,1.5,1.5,16.35,872.7,6.5,0.6,0.6,14.25,849.8,7.1,0.1,0.1,23.6,999.85,6.4,1.5,1.5
2022-10-20,14.3,853.4,6.2,0.0,0.0,16.25,874.0,6.6,0.7,0.7,14.45,851.1,7.1,1.5,1.5,23.9,1001.45,8.4,0.0,0.0
2022-10-21,16.2,855.8,7.9,0.0,0.0,16.9,875.65,6.6,0.0,0.0,15.25,852.7,7.4,0.0,0.0,23.9,1002.7,8.2,0.0,0.0
2022-10-22,15.5,856.25,6.5,0.0,0.0,17.4,876.6,5.9,0.8,0.8,15.45,853.75,8.4,0.0,0.0,23.8,1003.05,9.4,0.0,0.0
2022-10-23,15.4,854.95,6.6,0.0,0.0,17.65,875.75,6.4,0.4,0.4,15.6,853.2,8.2,0.0,0.0,24.1,999.85,11.5,0.0,0.0
2022-10-24,16.25,850.95,8.4,0.0,0.0,19.05,870.8,8.4,0.0,0.0,16.8,847.8,7.5,0.0,0.0,25.25,995.9,14.3,0.0,0.0
2022-10-25,15.05,848.4,10.2,0.0,0.0,16.95,868.65,9.3,0.0,0.0,15.85,845.35,8.1,0.4,0.4,24.0,996.4,14.5,0.0,0.0
2022-10-26,15.3,852.5,10.8,3.1,3.1,15.85,872.35,8.3,0.1,0.1,14.6,849.65,6.3,0.6,0.6,23.85,1000.85,10.2,0.0,0.0
2022-10-27,14.45,852.55,10.1,0.4,0.4,16.05,873.0,7.2,2.6,2.6,14.45,850.65,5.4,2.4,2.4,22.85,1001.25,9.6,0.0,0.0
2022-10-28,15.0,853.3,8.1,0.0,0.0,15.8,873.1,6.8,1.3,1.3,14.1,850.25,5.4,0.4,0.4,22.95,1000.9,8.3,0.0,0.0
2022-10-29,15.6,853.35,8.2,0.0,0.0,16.4,873.35,6.2,0.6,0.6,14.65,850.65,6.9,0.4,0.4,22.9,1001.2,7.8,0.0,0.0
2022-10-30,14.55,853.35,7.8,0.0,0.0,17.3,874.15,9.1,0.0,0.0,15.5,851.25,6.6,0.3,0.3,22.95,1001.05,9.2,0.0,0.0
2022-10-31,16.15,853.95,7.3,0.0,0.0,17.15,873.9,8.6,0.0,0.0,15.7,851.3,7.4,0.0,0.0,22.8,1001.1,6.9,0.0,0.0
2022-11-01,15.7,855.1,7.6,0.0,0.0,16.7,874.9,10.6,0.0,0.0,15.05,852.0,7.7,0.0,0.0,22.85,1002.1,8.5,0.0,0.0
2022-11-02,14.5,852.75,8.0,0.0,0.0,16.35,872.95,7.4,0.0,0.0,14.55,849.95,6.1,0.4,0.4,22.4,999.5,11.6,0.0,0.0
2022-11-03,15.35,852.25,6.4,0.0,0.0,16.25,871.85,10.9,0.0,0.0,14.6,849.05,7.1,0.0,0.0,22.75,999.7,8.8,0.0,0.0
2022-11-04,13.85,853.25,7.4,0.0,0.0,17.15,874.1,5.9,0.3,0.3,14.85,851.25,7.1,0.1,0.1,23.65,1001.4,8.9,0.0,0.0
2022-11-05,15.55,855.45,8.7,0.0,0.0,17.55,875.65,6.6,0.1,0.1,15.65,853.05,5.6,0.0,0.0,23.15,1003.35,7.9,0.0,0.0
2022-11-06,15.35,855.85,9.5,0.0,0.0,16.7,876.4,8.3,1.6,1.6,14.8,853.35,5.9,1.5,1.5,23.25,1003.2,9.2,0.0,0.0
2022-11-07,14.4,854.7,9.8,0.0,0.0,15.75,875.25,9.3,0.0,0.0,13.85,852.15,6.1,0.8,0.8,22.65,1002.9,11.3,0.0,0.0
